Name,Current price,Change(%),Open,High,Low,Volume
GUARDION HEALTH SCIENCES INC.,9.3,10.64,9.36,9.4,9.3,3484
ART S-WAY MANUFACTURING CO.,1.43,0.7,1.44,1.44,1.41,3475
FIRST SEACOAST BANCORP INC.,9.25,10.43,9.28,9.29,9.19,3457
EARLYWORKS CO.,1.74,0.0,1.72,1.75,1.7,3450
LAKESHORE BIOPHARMA CO. LTD,0.4122,11.62,0.4141,0.4357,0.4122,3430
GLADSTONE COMMERCIAL,23.15,1.4,23.04,23.15,22.77,3412
INTEGRATED MEDIA TECHNOLOGY,1.4,110.26,1.5,1.57,1.4,3403
GLADSTONE INVESTMENT,25.64,0.23,25.6,25.65,25.6,3385
NANOBIOTIX S.A. ADSS,4.88,2.95,4.72,5.15,4.72,3355
HEARTLAND FINANCIAL USA,24.97,10.52,25.02,25.21,24.95,3345
MIDDLEFIELD BANC,23.8,12.54,24.46,24.46,23.8,3343
MIDLAND STATES BANCORP,24.97,0.64,24.86,24.97,24.74,3340
OXFORD LANE CAPITAL,23.43,0.21,23.43,23.43,23.4,3312
EMBRACE CHANGE ACQUISITION CORP,11.4,0.0,11.45,11.45,11.4,3306
MERCHANTS BANCORP DEPOSITARY SHARES,24.84,10.44,24.82,24.85,24.77,3300
FRANKLIN WIRELESS,4.0,0.25,3.95,4.0,3.95,3295
MARIS-TECH,1.63,2.52,1.62,1.63,1.6,3260
RF ACQUISITION CORP II UNIT,10.15,0.0,10.15,10.15,10.11,3229
KEEN VISION ACQUISITION,10.55,0.0,10.49,10.66,10.49,3208
G. WILLI-FOOD INTERNATIONAL,9.46,0.21,9.15,9.71,9.15,3120
XENETIC BIOSCIENCES INC.,3.4,14.76,3.64,3.67,3.4,3110
VISION SENSING ACQUISITION,11.68,0.0,11.65,11.68,11.65,3101
CETUS CAPITAL ACQUISITION,2.6,0.0,5.46,5.46,2.52,3097
EXCELFIN ACQUISITION CORP,11.07,0.0,11.11,11.11,11.06,3091
STRATUS PROPERTIES INC.,24.13,10.62,24.66,24.7,24.13,3089
PARANOVUS ENTERTAINMENT TECHNOLOGY,1.02,0.0,1.01,1.03,0.92,3067
YOTTA ACQUISITION,11.22,0.0,11.25,11.25,11.21,3001
PATHFINDER BANCORP INC.,15.65,13.4,16.63,16.63,15.65,3000
IMPERIAL PETROLEUM,24.7,1.4,24.4,24.7,24.4,2997
IMMUCELL CORP.,3.78,0.27,3.74,3.85,3.74,2961
CARLYLE SECURED LENDING,25.65,0.12,25.6,25.66,25.6,2953
KERNEL GROUP HLD.,10.58,0.0,12.35,12.52,8.66,2934
ALPHATIME ACQUISITION CORP,11.15,0.0,11.14,11.15,11.14,2911
GLUCOTRACK INC.,1.01,10.98,0.9,1.04,0.9,2871
VIRGINIA NATIONAL BANKSHARES,34.62,10.55,34.44,35.05,34.44,2865
STEEL CONNECT INC.,12.13,3.5,11.68,12.13,11.68,2857
AROGO CAPITAL ACQUISITION,11.01,0.0,10.97,11.01,10.97,2840
DT CLOUD ACQUISITION,0.227,0.0,0.299,0.3,0.225,2809
CBL INTERNATIONAL,0.782,15.69,0.78,0.8,0.78,2799
INVESTCORP EUROPE ACQUISITION CORP I,11.41,10.09,11.42,11.42,11.41,2781
PLUMAS BANCORP,36.09,14.12,36.09,36.09,36.09,2774
LUXURBAN HOTELS,14.5,2.11,14.5,14.55,14.5,2768
C&F FINANCIAL CORP.,55.07,1.27,54.19,55.07,54.19,2760
AMMO,24.53,10.49,24.65,24.65,24.5,2747
FIRST CITIZENS BANCSHARES,22.42,10.75,22.21,22.7,22.21,2742
PRESIDIO PROPERTY TRUST,15.5,11.59,15.5,15.6,15.5,2741
SOTHERLY HOTELS,18.32,0.0,18.32,18.32,18.32,2718
VALUENCE MERGER,11.48,0.0,11.48,11.5,11.48,2716
ARCADIA BIOSCIENCES INC.,2.66,0.0,2.69,2.69,2.51,2707
PLUM ACQUISITION,10.82,0.0,10.82,10.82,10.82,2696
CENTRAL PLAINS BANCSHARES INC.,11.56,0.0,11.25,11.56,11.25,2692
ASTRONOVA INC.,14.01,0.43,13.9,14.06,13.8,2688
SOTHERLY HOTELS,18.32,0.0,18.31,18.32,18.31,2678
HIGHWAY HOLDINGS,1.83,10.54,1.84,1.88,1.83,2670
HUIZE HOLDING LTD.,0.8452,17.73,0.9144,0.925,0.82,2667
A SPAC II ACQUISITION,11.4,10.09,11.25,11.43,11.25,2658
XTL BIOPHARMACEUTICALS,2.55,0.79,2.51,2.55,2.5,2651
JEWETT-CAMERON TRADING CO.,4.09,12.62,4.21,4.21,4.05,2650
BYNORDIC ACQUISITION,11.41,11.64,11.35,11.54,11.35,2633
PATRIOT NATIONAL BANCORP INC.,1.75,1.16,1.75,1.75,1.75,2632
MONTEREY CAPITAL ACQUISITION,5.22,0.0,7.67,7.67,5.22,2610
VILLAGE BANK AND TRUST FINANCIAL,47.78,0.0,46.76,47.94,46.76,2607
TARGET GLOBAL ACQUISITION I,11.27,0.0,11.27,11.27,11.27,2603
USIO INC.,1.46,2.1,1.43,1.49,1.43,2579
OHIO VALLEY BANC,24.14,2.51,23.6,25.24,23.2,2566
ESGL HOLDINGS LTD.,1.35,6.3,1.38,1.38,1.33,2565
FIRST GUARANTY BANCSHARES INC.,10.32,0.19,10.21,10.37,10.21,2553
MERCURITY FINTECH HOLDING,1.55,0.0,1.52,1.58,1.52,2552
GLOBALINK INVESTMENT INC.,11.21,0.0,11.2,11.21,11.18,2525
INTEGRAL ACQUISITION,11.19,1.18,11.19,11.19,11.19,2519
VALNEVA SE ADS,6.89,0.58,6.9,6.9,6.85,2505
VTV THERAPEUTICS INC.,13.25,11.78,13.23,13.98,13.11,2503
ERAYAK POWER SOLUTION GROUP,0.823,10.48,0.864,0.864,0.803,2477
OXFORD LANE CAPITAL,23.99,0.04,23.99,23.99,23.95,2474
GAUCHO GROUP HLD.,5.83,0.0,5.99,5.99,5.75,2464
ROTH CH ACQUISITION V CO. UNIT,11.4,0.0,11.16,11.4,11.16,2452
SWK HOLDINGS CORP.,25.26,0.2,25.11,25.26,25.08,2438
IONEER LTD ADS,3.21,13.02,3.4,3.4,3.18,2402
OLD POINT FINANCIAL,18.24,11.94,18.44,18.52,17.97,2396
TAT TECHNOLOGIES,14.24,0.64,14.08,14.24,14.08,2394
TUNGRAY TECHNOLOGIES INC,2.65,17.34,2.82,2.82,2.65,2366
SIM ACQUISITION,9.99,0.0,9.99,9.99,9.99,2353
BRIDGEWATER BANCSHARES,18.75,10.27,18.8,18.8,18.75,2349
FORMULA SYSTEMS (1985),75.69,4.69,74.5,75.69,74.23,2342
INTEGRAL ACQUISITION,11.3,0.0,10.86,11.5,10.86,2335
DT CLOUD ACQUISITION,10.23,0.0,10.23,10.23,10.23,2330
SK GROWTH OPPORTUNITIES,11.2,0.09,11.2,11.21,11.2,2319
BANKFINANCIAL CORP.,11.37,10.35,11.32,11.41,11.31,2305
MIDCAP FINANCIAL INVESTMENT,25.32,0.24,25.3,25.32,25.23,2285
KENTUCKY FIRST FEDERAL BANCORP,3.4,10.58,3.31,3.4,3.3,2283
STABILIS SOLUTIONS INC.,4.15,0.0,4.11,4.16,4.11,2279
ASTROTECH CORP.,8.25,0.73,8.29,8.3,8.2,2249
UCLOUDLINK GROUP INC. ADS,1.42,1.43,1.44,1.44,1.4,2222
DT CLOUD STAR ACQUISITION,10.06,10.1,10.05,10.06,10.05,2213
RECTITUDE HOLDINGS LTD,3.2,0.63,3.16,3.25,3.11,2208
CFSB BANCORP INC.,6.72,2.6,6.72,6.73,6.72,2205
CNB FINANCIAL CORP.,22.77,0.0,22.76,23.21,22.76,2201
GLOBAL TECHNOLOGY ACQUISITION,11.43,0.0,11.4,11.43,11.4,2199
IF BANCORP INC.,17.0,10.7,17.15,17.15,16.93,2181
FTAI AVIATION,25.32,10.31,25.4,25.4,25.27,2181
NEW PROVIDENCE ACQUISITION,12.0,0.0,11.73,12.0,11.66,2180
AIR T,18.41,11.97,18.81,18.81,17.92,2142
CDT ENVIRONMENTAL TECHNOLOGY INVESTMENT,3.54,1.14,3.55,3.58,3.48,2112
ATLANTICUS HOLDINGS,23.03,0.04,23.02,23.23,23.02,2073
REGENCY CENTERS,22.06,10.36,22.15,22.16,22.01,2063
QOMOLANGMA ACQUISITION,11.72,0.0,11.26,11.72,11.26,2060
SWVL HOLDINGS CORP,5.96,11.65,5.78,5.96,5.78,2034
TECHPRECISION CORP.,3.72,0.54,3.73,3.74,3.7,2024
EVOKE PHARMA INC.,5.5,12.65,5.93,5.95,5.49,2023
BOREALIS FOODS INC.,6.8,0.0,8.0,8.0,6.8,1998
RF ACQUISITION CORP.,11.14,0.0,11.14,11.14,11.14,1985
OPTICAL CABLE CORP.,2.74,11.44,2.8,2.8,2.72,1976
ENTERPRISE FINANCIAL SERVICES,18.82,1.4,19.38,19.6,18.78,1970
CF BANKSHARES INC.,21.32,0.0,21.32,21.32,21.31,1956
MARBLEGATE ACQUISITION,10.85,0.0,10.78,10.85,10.78,1931
RUNWAY GROWTH FINANCE,25.08,0.04,25.09,25.09,25.0,1917
GREAT ELM GROUP,22.88,0.0,23.24,23.25,22.88,1913
DAXOR CORP.,8.8,11.12,8.44,8.8,8.29,1897
TERRITORIAL BANCORP INC.,8.88,10.78,8.93,8.93,8.86,1886
COLLPLANT BIOTECHNOLOGIES,4.48,3.94,4.38,4.48,4.38,1883
FIRST INTERNET BANCORP FIXED-TO-FLOATIN,25.0,0.28,24.99,25.0,24.98,1865
NEWTEKONE,25.37,0.0,25.25,25.37,25.2,1850
BARINTHUS BIOTHERAPEUTICS PLC ADS,1.35,12.17,1.36,1.4,1.33,1840
17 EDUCATION & TECHNOLOGY GROUP,1.96,12.49,1.97,2.05,1.96,1840
TRUGOLF HOLDINGS INC.,1.11,13.48,1.11,1.11,1.11,1819
NSTS BANCORP INC.,10.23,0.0,10.01,10.23,10.01,1808
ALPHATIME ACQUISITION CORP RIGHT,0.115,0.0,0.115,0.115,0.115,1772
FLAG SHIP ACQUISITION,10.09,0.0,10.08,10.09,10.07,1757
CYCLACEL PHARMACEUTICALS,9.99,0.0,10.48,10.9,9.99,1744
EXELA TECHNOLOGIES,1.45,19.38,1.5,1.54,1.45,1741
CREATIVE MEDIA & COMMUNITY TRUST,2.14,10.93,2.17,2.17,2.07,1731
LIFEMD,21.5,2.38,21.77,21.77,21.5,1711
CATALYST BANCORP INC.,11.76,0.0,11.8,11.8,11.76,1705
NEW YORK MORTGAGE TRUST,20.61,10.15,20.65,20.65,20.41,1703
GENENTA SCIENCE S.P.A. ADS,4.27,17.17,4.36,4.36,4.27,1695
RAND CAPITAL CORP.,17.75,10.28,17.8,17.8,17.69,1692
NVNI GROUP LTD.,1.21,0.0,1.33,1.33,1.21,1688
LANDMARK BANCORP INC.,19.68,0.82,19.5,20.0,19.5,1687
NAVIENT CORP.,20.01,10.65,20.04,20.06,19.99,1682
BLOCKCHAIN COINVESTORS ACQUISITION,11.22,0.0,11.21,11.22,11.21,1657
TENX KEANE ACQUISITION UNIT,44.0,0.0,38.17,44.0,37.99,1643
ATLAS,25.05,11.73,25.09,25.12,24.77,1632
SR BANCORP INC.,9.77,10.31,9.8,9.84,9.77,1627
OXFORD LANE CAPITAL,24.17,10.53,24.32,24.32,24.14,1618
GOLDEN ARROW MERGER,12.23,9.0,11.22,12.23,11.22,1615
PONO CAPITAL TWO INC. UNIT,13.0,0.0,13.0,13.0,13.0,1599
MERCHANTS BANCORP DEPOSITARY SHARES,25.59,10.23,25.37,25.65,25.37,1595
QUETTA ACQUISITION,10.43,0.0,10.43,10.43,10.43,1593
NAYAX,22.99,10.22,22.4,24.0,22.4,1556
QUETTA ACQUISITION,10.4,0.0,10.4,10.4,10.4,1553
FGI INDUSTRIES,0.95,3.26,1.0,1.0,0.95,1549
SLAM,11.15,0.0,11.15,11.15,11.15,1530
FIRST GUARANTY BANCSHARES,20.5,10.68,20.63,20.63,20.48,1517
EUPRAXIA PHARMACEUTICALS INC.,2.68,6.35,2.59,2.69,2.59,1515
WELSBACH TECHNOLOGY METALS ACQUISITION,0.2197,33.96,0.1849,0.2197,0.1626,1499
FONAR CORP.,16.79,10.53,16.72,16.88,16.72,1496
IMMURON LTD.,2.53,1.2,2.5,2.53,2.5,1495
ONFOLIO HOLDINGS INC.,0.7601,10.84,0.7609,0.7609,0.76,1484
BLEUACACIA LTD,10.76,0.56,10.85,10.85,10.76,1474
DOMINARI HOLDINGS INC.,1.58,2.6,1.66,1.66,1.53,1465
MASSIMO GROUP,3.69,3.65,3.59,3.69,3.59,1457
PHARMING GROUP N.V. ADS,8.0,2.04,7.79,8.0,7.79,1451
WHEELER REAL ESTATE INVESTMENT TRUST,2.25,2.27,2.25,2.25,2.25,1444
GENERATION ASIA I ACQUISITION,11.21,0.0,11.21,11.21,11.21,1442
BROADWAY FINANCIAL,5.15,0.0,5.15,5.15,5.15,1437
BROAD CAPITAL ACQUISITION CORP,11.45,0.0,11.5,11.5,11.45,1424
WILLAMETTE VALLEY VINEYARDS,3.82,12.55,3.92,3.92,3.75,1424
AIR T INC.,22.34,10.27,22.34,22.36,22.34,1423
OXFORD LANE CAPITAL,23.82,0.0,23.8,23.84,23.8,1419
MAGYAR BANCORP INC.,12.47,10.08,12.38,12.48,12.15,1417
PLUM ACQUISITION,10.25,0.0,10.5,10.55,10.25,1405
ROYALTY MANAGEMENT HOLDING,0.8296,2.42,0.8048,0.8296,0.8,1396
GREENLAND TECHNOLOGIES HOLDING,1.44,0.7,1.46,1.46,1.44,1393
SOLUNA HLD.,6.23,4.88,5.75,6.23,5.75,1375
WILLAMETTE VALLEY VINEYARDS,3.95,11.25,3.96,3.96,3.95,1368
TCTM KIDS IT EDUCATION,0.85,0.0,0.926,0.94,0.85,1364
PERCEPTION CAPITAL,10.74,0.0,10.75,11.7,10.73,1360
PLUM ACQUISITION,9.93,0.0,10.3,10.3,9.92,1350
NICHOLAS FINANCIAL INC.,6.18,0.0,6.2,6.38,6.12,1339
GLADSTONE INVESTMENT,24.27,0.0,24.15,24.27,24.15,1334
HAWTHORN BANCSHARES INC.,21.17,12.31,21.27,21.66,21.17,1334
NATURE WOOD GROUP,1.74,13.33,1.8,1.8,1.74,1326
PRECISION OPTICS,5.71,0.0,5.71,5.78,5.71,1317
FIRST US BANCSHARES INC.,10.2,0.0,10.06,10.2,10.06,1317
BANNIX ACQUISITION,11.09,10.09,11.05,11.09,11.05,1310
BRIGHTSPRING HEALTH SERVICES,45.75,10.09,46.01,46.01,45.74,1305
BELLEVUE LIFE SCIENCES ACQUISITION,10.99,0.0,10.89,10.99,10.89,1300
99 ACQUISITION GROUP,0.188,0.0,0.2079,0.2079,0.1879,1289
XOMA ROYALTY CORP.,25.15,10.44,25.18,25.18,25.13,1280
BURNING ROCK BIOTECH,6.55,12.53,6.8,6.8,6.55,1242
CHURCHILL CAPITAL CORP VII UNIT,10.65,1.72,10.3,10.66,10.08,1237
ACRI CAPITAL ACQUISITION,11.96,0.0,11.6,12.41,11.41,1208
ARMADA ACQUISITION,11.7,12.34,11.9,11.9,10.85,1206
ELECTRO-SENSORS INC.,3.8,10.78,3.88,3.88,3.8,1206
BLOCKCHAIN COINVESTORS ACQUISITION,11.21,0.0,11.21,11.21,11.21,1203
ATIF HOLDINGS LTD.,0.7193,0.0,0.69,0.7596,0.69,1192
BLACKBOXSTOCKS INC.,2.67,15.99,2.72,2.73,2.67,1187
DISTOKEN ACQUISITION,0.1425,0.0,0.11,0.1425,0.11,1174
NEWBURY STREET ACQUISITION,10.91,0.0,10.88,10.91,10.77,1161
ADLAI NORTYE,3.29,4.78,3.6,3.6,3.16,1157
SLAM CORP. UNIT,11.15,0.0,11.2,11.2,11.15,1125
ETERNA THERAPEUTICS INC.,1.73,15.98,1.84,1.84,1.73,1122
PEARL HLD.,12.1,1.85,11.85,12.1,11.85,1120
FIRST NATIONAL CORP.,16.9,0.0,16.74,16.9,16.71,1113
AURORA MOBILE LTD.,3.18,0.0,3.19,3.19,3.18,1105
CYCLERION THERAPEUTICS INC.,2.81,16.95,2.88,2.88,2.81,1105
GOLDEN STAR ACQUISITION,10.91,10.18,10.87,10.93,10.87,1105
CORNER GROWTH ACQUISITION,12.2,0.0,12.1,12.22,12.1,1101
NORTHVIEW ACQUISITION,11.65,0.0,11.64,11.65,11.64,1101
DUET ACQUISITION,11.2,0.0,11.2,11.2,11.2,1100
NEWTEKONE,24.99,0.0,24.99,24.99,24.99,1100
BANCFIRST CORP.,25.46,10.16,25.46,25.46,25.46,1100
FOCUS IMPACT ACQUISITION,11.2,0.0,10.96,11.2,10.96,1100
BURTECH ACQUISITION,11.16,0.0,11.17,11.17,11.16,1073
BINAH CAPITAL GROUP INC.,3.35,15.37,3.5,3.5,3.25,1069
GREAT ELM GROUP INC.,1.77,10.56,1.76,1.77,1.75,1068
VISIONARY HOLDINGS INC.,2.05,5.13,1.98,2.05,1.98,1067
MDB CAPITAL HOLDINGS LLC,9.84,1.55,10.0,10.0,9.7,1058
IB ACQUISITION CORP.,10.04,0.2,10.0,10.04,9.99,1047
PINTEC TECHNOLOGY HLD.,1.03,0.0,1.03,1.03,1.03,1042
HEALTHCARE AI ACQUISITION,11.25,10.35,11.29,11.29,11.25,1040
TECTONIC FINANCIAL,10.1,0.0,10.1,10.1,10.1,1030
NOVA VISION ACQUISITION,12.78,0.0,12.9,12.9,12.78,1013
DP CAP ACQUISITION CORP I UNIT,11.01,0.0,11.01,11.01,11.01,1002
BOWEN ACQUISITION CORP,10.63,0.0,10.63,10.63,10.63,1001
DP CAP ACQUISITION CORP I,11.34,0.0,11.34,11.34,11.34,1001
IB ACQUISITION,0.0755,0.0,0.08,0.08,0.0755,1000
BAOSHENG MEDIA GROUP HLD.,2.19,12.23,2.2,2.2,2.19,977
URGENT.LY INC.,1.1,5.77,1.07,1.14,1.07,972
CONIFER HLD.,18.0,1.12,19.59,21.55,18.0,972
ORIENTAL CULTURE HOLDING LTD,1.12,5.66,1.09,1.19,1.09,964
STAR EQUITY HOLDINGS INC.,4.25,12.97,4.27,4.3,4.25,956
MEDALLION BANK FIXED-TO-FLOATING RATE N,25.0,0.0,24.99,25.0,24.99,948
NEXTTRIP INC.,3.0,2.39,2.92,3.0,2.92,932
SINGULAR GENOMICS SYSTEMS INC.,7.51,4.31,7.26,7.51,7.26,929
RF ACQUISITION CORP II RIGHT,0.0619,0.0,0.0601,0.062,0.0601,929
LIXTE BIOTECHNOLOGY HLD.,2.18,0.93,2.17,2.18,2.16,928
ECB BANCORP INC.,13.29,10.15,13.24,13.29,13.24,926
LIBERTY MEDIA CORP.,21.83,0.0,21.78,21.83,21.78,925
PROVIDENT FINANCIAL HLD.,13.21,10.3,13.45,13.45,13.11,909
SOUND GROUP INC. ADS,1.84,11.08,1.8,1.84,1.8,906
MORINGA ACQUISITION CORP UNITS,11.72,1.21,11.72,11.72,11.72,904
ALCHEMY INVESTMENTS ACQUISITION CORP 1,10.81,0.0,10.79,10.81,10.79,862
GLOBAL LIGHTS ACQUISITION CORP,10.4,0.0,10.4,10.4,10.4,860
FAT BRANDS INC.,5.12,12.29,5.12,5.12,5.12,857
XOMA ROYALTY CORP.,25.25,10.75,25.32,25.32,25.25,855
KOLIBRI GLOBAL ENERGY INC.,3.1,10.96,2.99,3.1,2.99,851
BT BRANDS INC.,1.35,5.47,1.3,1.35,1.3,851
NEWBURY STREET ACQUISITION,11.06,0.0,10.71,11.2,10.71,845
PYXIS TANKERS,24.85,0.24,24.68,24.85,24.57,844
GORES HLD.,11.84,0.0,11.84,11.84,11.84,837
HORIZON SPACE ACQUISITION I,11.16,0.0,11.16,11.16,11.16,832
PRIMEENERGY RESOURCES,107.35,12.41,110.36,110.36,107.35,823
A SPAC II ACQUISITION,0.07,0.0,0.07,0.07,0.07,812
NEW PROVIDENCE ACQUISITION,12.01,0.0,12.02,12.02,12.0,801
TRIUMPH FINANCIAL,22.34,0.27,22.38,22.38,22.34,800
KAIROUS ACQUISITION,11.85,0.0,12.15,12.15,11.85,799
HELIX ACQUISITION,10.4,0.0,10.39,10.4,10.39,777
VERSABANK,11.38,10.09,11.29,11.38,11.29,775
TMT ACQUISITION CORP,11.11,0.0,11.11,11.11,11.11,772
SPARK I ACQUISITION,10.44,0.0,10.44,10.44,10.44,760
SEMILEDS CORP.,1.32,1.54,1.33,1.33,1.32,759
PSYCHEMEDICS CORP.,1.65,0.61,1.64,1.65,1.64,750
VALUE LINE INC.,42.39,11.35,42.5,42.5,42.39,748
INNATE PHARMA S.A. ADS,2.26,0.0,2.15,2.26,2.15,742
BOWEN ACQUISITION CORP UNIT,10.7,0.0,11.1,11.1,10.69,734
WESTERN ACQUISITION VENTURES,11.0,0.0,11.0,11.0,10.95,730
NCS MULTISTAGE HLD.,18.0,11.1,18.25,18.25,18.0,726
PROJECT ENERGY REIMAGINED ACQUISITION,11.1,0.0,10.89,11.1,10.89,720
IRIS ACQUISITION CORP UNITS,11.21,0.0,11.01,11.21,11.01,715
CUMBERLAND PHARMACEUTICALS,1.43,0.0,1.42,1.43,1.42,713
CARECLOUD,10.54,15.81,10.16,10.54,10.16,704
CHECK-CAP,1.91,0.0,1.91,1.91,1.91,704
CF ACQUISITION,11.02,10.09,11.02,11.02,11.02,700
SEMILUX INTERNATIONAL,1.17,6.36,1.16,1.17,1.16,686
OXFORD LANE CAPITAL,22.4,10.97,22.62,22.75,22.4,684
TRINITY CAPITAL,25.21,10.12,25.18,25.31,25.18,667
MEDIROM HEALTHCARE TECHNOLOGIES,2.95,10.34,2.97,2.97,2.52,661
ZEO ENERGY CORP.,3.68,0.0,3.68,3.68,3.68,651
SWIFTMERGE ACQUISITION,11.04,0.45,11.03,11.04,11.03,620
OFS CREDIT CO.,23.18,0.0,23.18,23.18,23.18,617
1895 BANCORP OF WISCONSIN INC.,8.88,0.0,8.88,8.88,8.88,605
NABORS ENERGY TRANSITION,10.61,0.0,10.69,10.69,10.61,604
99 ACQUISITION GROUP INC.,10.53,0.0,10.54,10.54,10.53,601
JVSPAC ACQUISITION,10.56,0.0,10.71,10.71,10.56,600
SURO CAPITAL,24.28,10.29,24.1,24.28,24.1,599
FIRST CAPITAL INC.,31.7,10.09,31.7,31.7,31.7,586
UTSTARCOM HOLDINGS CORP,2.79,2.57,2.57,2.79,2.57,570
WHITEHORSE FINANCE,25.35,0.0,25.35,25.35,25.35,569
ZIONS BANCORP.,21.93,0.05,22.16,22.16,21.93,568
QURATE RETAIL INC. SERIES B,3.74,11.32,3.79,3.79,3.74,562
CHURCHILL CAPITAL CORP IX UNIT,10.06,0.0,10.41,10.41,10.06,560
OAK WOODS ACQUISITION,11.16,0.0,11.5,11.5,11.16,554
OXFORD SQUARE CAPITAL,24.34,0.33,24.33,24.34,24.33,547
MEDALIST DIVERSIFIED REIT INC.,11.34,0.89,11.34,11.34,11.34,547
ALPHA TECHNOLOGY GROUP,3.02,10.33,3.05,3.05,3.02,545
ENERGY FOCUS INC.,1.26,0.0,1.26,1.26,1.26,533
KELLY SERVICES INC.,20.78,0.0,20.64,20.78,20.64,531
FRESH2 GROUP LTD.,1.75,0.0,1.82,1.82,1.75,523
FUNDAMENTAL GLOBAL,15.0,0.0,14.42,15.0,14.42,523
QOMOLANGMA ACQUISITION,11.3,0.0,11.35,11.35,11.3,520
GENERATIONS BANCORP NY INC.,10.74,0.0,10.71,10.74,10.71,519
GREENIDGE GENERATION HLD.,9.93,2.58,9.99,9.99,9.93,518
INVESTCORP INDIA ACQUISITION,11.77,0.0,11.77,11.77,11.77,518
OXFORD SQUARE CAPITAL,22.67,0.0,22.67,22.67,22.67,517
CANTERBURY PARK HOLDING,21.1,0.62,21.1,21.1,21.1,516
OCEANFIRST FINANCIAL,24.76,0.24,25.08,25.08,24.76,512
GDEV INC.,2.53,0.0,2.53,2.53,2.53,508
OAK WOODS ACQUISITION,10.96,0.0,10.96,10.96,10.96,502
HUDSON ACQUISITION I,13.4,0.0,13.4,13.4,13.4,501
INSIGHT ACQUISITION,11.34,0.0,11.34,11.34,11.34,500
BELLEVUE LIFE SCIENCES ACQUISITION,10.94,0.0,10.94,10.94,10.94,500
99 ACQUISITION GROUP INC. UNIT,10.76,0.0,10.76,10.76,10.76,500
WESTERN ACQUISITION VENTURES,10.7,10.09,10.7,10.7,10.7,500
GREAT ELM CAPITAL,25.23,0.0,25.23,25.23,25.23,495
GREAT ELM CAPITAL,25.3,10.08,25.3,25.3,25.3,484
BURTECH ACQUISITION,12.43,10.49,12.43,12.43,12.43,482
FINWARD BANCORP,27.55,10.14,27.27,27.55,27.27,480
OFS CREDIT CO.,24.32,0.0,24.32,24.32,24.32,478
WILHELMINA INTERNATIONAL INC.,5.45,0.0,5.45,5.45,5.45,475
HOME FEDERAL BANCORP,12.3,1.57,12.3,12.3,12.3,471
PROTAGENIC THERAPEUTICS INC.,0.63,13.15,0.63,0.63,0.63,462
GOLDEN STAR ACQUISITION,11.13,0.0,11.5,11.5,11.13,462
OAK WOODS ACQUISITION,0.19,0.0,0.19,0.19,0.19,460
FIRST MERCHANTS,25.14,0.0,25.5,25.5,25.06,459
THUNDER BRIDGE CAPITAL PARTNERS IV,10.53,0.19,10.52,10.53,10.52,438
EVERGREEN CORP.,11.59,0.0,11.59,11.59,11.57,425
INTERLINK ELECTRONICS INC.,4.29,10.23,4.28,4.29,4.28,423
FINTECH ECOSYSTEM DEVELOPMENT,11.41,0.0,11.41,11.41,11.41,419
QOMOLANGMA ACQUISITION,0.23,0.0,0.19,0.23,0.19,412
YOSHIHARU GLOBAL CO.,4.0,13.85,4.0,4.0,4.0,410
INFLECTION POINT ACQUISITION,10.66,0.0,10.66,10.66,10.66,408
HEALTHCARE AI ACQUISITION,12.34,4.58,12.34,12.34,12.34,407
FOCUS IMPACT BH3 ACQUISITION CO.,11.2,0.0,11.2,11.2,11.2,403
CSLM ACQUISITION,11.7,0.0,11.61,11.7,11.61,401
MARBLEGATE ACQUISITION,10.54,0.0,10.35,10.54,10.28,400
GOLDEN ARROW MERGER,11.74,0.17,11.69,11.74,11.69,400
TEXAS COMMUNITY BANCSHARES,13.76,0.0,13.75,13.76,13.75,399
CADIZ INC. DEPOSITARY SHARES,15.38,10.06,15.39,15.39,15.38,398
WINVEST ACQUISITION,11.69,0.0,11.69,11.69,11.69,396
CACTUS ACQUISITION,11.39,0.0,11.39,11.39,11.39,379
ANEBULO PHARMACEUTICALS INC.,1.98,0.0,1.98,1.98,1.98,374
PONO CAPITAL TWO INC.,13.9,0.0,14.0,14.0,13.9,373
BUKIT JALIL GLOBAL ACQUISITION 1,11.78,0.0,11.78,11.78,11.78,366
NOVA VISION ACQUISITION,12.3,0.0,12.3,12.3,12.3,362
PURETECH HEALTH PLC ADS,21.35,1.67,21.35,21.35,21.35,345
TECHNOLOGY & TELECOMMUNICATION ACQUISIT,12.01,0.0,12.02,12.02,12.01,343
TRAILBLAZER MERGER,10.88,0.0,10.85,10.88,10.85,336
GLOBAL STAR ACQUISITION,11.2,0.0,10.91,11.2,10.91,334
TANDY LEATHER FACTORY INC.,4.26,10.23,4.26,4.26,4.26,334
POWERUP ACQUISITION,11.34,0.0,11.34,11.34,11.34,333
QILIAN INTERNATIONAL HOLDING GROUP,5.41,16.08,5.41,5.41,5.41,331
CARTICA ACQUISITION CORP UNIT,11.62,0.0,11.7,11.7,11.62,328
ASIA PACIFIC WIRE & CABLE,1.4,0.0,1.4,1.4,1.4,326
CLIMATEROCK UNIT,11.35,0.0,11.35,11.35,11.35,322
DAWSON GEOPHYSICAL CO.,1.99,5.85,1.89,1.99,1.89,319
VAST RENEWABLES LTD.,1.98,11.49,1.98,1.98,1.98,318
